"build","experimentName","subject","date","time","block","StaySwitch","conc","trialnum","outcomeindex","practiceblock","cannon","hitmiss","ang","angmu","angrand","angsurprise","cannonballs_caught","cannonballs_missed","placementAngle","calculateSelectedPosition","centsearned","totalearnings","centsearned","trial.Instructions_PlaceShield.latency","trial.placeshield_mouse.latency","picture.shield.currentitem","angoddball","angsurprise","angleup","angledown"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","25","6","0","2","0","0","288.4057980719489933108","292.3745543005444460505","324.5904146797466864882","10","14","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.5","11011","188","Arc58-removebg-preview.png","-0.3092407667096884749","75.4784621567182369972","316.8657360399306526233","260.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","25","5","0","2","1","0","288.4057980719489933108","292.3745543005444460505","170.5171386642654454135","11","14","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.5500000000000000444","11011","188","Arc58-removebg-preview.png","-0.7771364811565633079","48.6658407861054485011","316.8657360399306526233","260.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","26","5","0","2","1","0","297.0565312202245422668","329.6845023905091807137","83.4301297840266755657","11","14","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.5500000000000000444","11011","188","Arc58-removebg-preview.png","2.3398366171662354773","62.9839064420629028973","316.8657360399306526233","260.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","26","5","0","2","1","0","297.0565312202245422668","329.6845023905091807137","343.9985001701858209344","11","14","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.5500000000000000444","11011","369","Arc58-removebg-preview.png","0.4912306260098679433","184.2122137509780657183","316.8657360399306526233","260.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","26","5","0","2","1","0","297.0565312202245422668","329.6845023905091807137","137.8078147158510375903","11","14","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.5500000000000000444","11011","369","Arc46-removebg-preview.png","-4.0008965607746542759","280.0487886835003337183","310.8657360399306526233","266.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","26","6","0","2","0","0","297.0565312202245422668","329.6845023905091807137","157.6205403538468488023","11","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.5500000000000000444","11011","369","Arc46-removebg-preview.png","0.6161602329923635546","85.3621520952699057716","310.8657360399306526233","266.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","27","6","0","2","0","0","297.0565312202245422668","300.3844458377884052425","264.8642160428837541986","11","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.5500000000000000444","11011","369","Arc46-removebg-preview.png","-0.7399765789900474289","347.1293481223120807044","310.8657360399306526233","266.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","27","6","0","2","0","0","297.0565312202245422668","300.3844458377884052425","145.9060452845660336152","11","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.5500000000000000444","11011","239","Arc46-removebg-preview.png","0.4355369327203231222","153.7253407839977512594","310.8657360399306526233","266.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","27","6","0","2","0","0","297.0565312202245422668","300.3844458377884052425","161.0222681148495098569","11","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.5500000000000000444","11011","239","Arc56-removebg-preview.png","5.0505681092000687116","223.3156704398141414458","315.8657360399306526233","261.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","27","5","0","2","1","0","297.0565312202245422668","300.3844458377884052425","34.129322952155334292","12","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6000000000000000888","11011","239","Arc56-removebg-preview.png","1.0329230763355330414","5.7606041072310416595","315.8657360399306526233","261.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","28","5","0","2","1","0","297.3552369051122923338","302.3787444024400770104","86.9382026062668842314","12","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6000000000000000888","11011","239","Arc56-removebg-preview.png","-0.697061329184392342","310.7643078152938187486","315.8657360399306526233","261.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","28","5","0","2","1","0","297.3552369051122923338","302.3787444024400770104","58.4302777839895028933","12","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6000000000000000888","11011","370","Arc56-removebg-preview.png","0.6690883399221312366","197.5971093861379586087","315.8657360399306526233","261.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","28","5","0","2","1","0","297.3552369051122923338","302.3787444024400770104","71.9709583818844862435","12","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6000000000000000888","11011","370","Arc36-removebg-preview.png","-2.3775056856318488308","28.4662008817461789079","305.8657360399306526233","271.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","28","5","0","2","1","0","297.3552369051122923338","302.3787444024400770104","264.273303855274207308","13","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","370","Arc36-removebg-preview.png","4.6110442146253838303","335.3847276548353875114","305.8657360399306526233","271.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","29","5","0","2","1","0","298.3023327720173369926","310.4474493406233932546","290.8141273471559884456","13","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","370","Arc36-removebg-preview.png","3.3344052424876120533","141.2527912532102334353","305.8657360399306526233","271.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","29","5","0","2","1","0","298.3023327720173369926","310.4474493406233932546","257.5449040852358848497","13","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","344","Arc36-removebg-preview.png","3.1405218787007012082","237.4611704790641510954","305.8657360399306526233","271.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","29","5","0","2","1","0","298.3023327720173369926","310.4474493406233932546","121.5185524154264840035","13","15","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","344","Arc42-removebg-preview.png","-4.270397480082949393","229.4428998300440127878","308.8657360399306526233","268.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","29","6","0","2","0","0","298.3023327720173369926","310.4474493406233932546","117.2521032665977429588","13","16","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","344","Arc42-removebg-preview.png","-0.7336104985095690534","150.8141162131945804958","308.8657360399306526233","268.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","30","6","0","2","0","0","299.8093841797171421604","279.7791785503454207173","336.5035924540142673322","13","16","288.8657360399306526233","288.8657360399306526233","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","344","Arc42-removebg-preview.png","-2.0671290297710167572","67.4343672831157192604","308.8657360399306526233","268.8657360399306526233"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","30","6","0","2","0","0","299.8093841797171421604","279.7791785503454207173","32.6194197387945408195","13","16","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","927","Arc42-removebg-preview.png","-0.2955554959124717662","114.6590403175584640394","308.4349488229220241919","268.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","30","6","0","2","0","0","299.8093841797171421604","279.7791785503454207173","213.3561834537787831323","13","16","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","927","Arc10-removebg-preview.png","-0.0182936905299129135","292.4248304060718055553","292.4349488229220241919","284.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","30","6","0","2","0","0","299.8093841797171421604","279.7791785503454207173","52.17853547357454147","13","17","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","927","Arc10-removebg-preview.png","-1.3026263607745964812","351.6963885798343198985","292.4349488229220241919","284.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","31","6","0","2","0","0","299.8093841797171421604","337.328530814808004834","91.2843189787315907324","13","17","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","927","Arc10-removebg-preview.png","-0.6863970597226356496","80.0069034472123945534","292.4349488229220241919","284.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","31","6","0","2","0","0","299.8093841797171421604","337.328530814808004834","147.969921386793714646","13","17","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","510","Arc10-removebg-preview.png","-3.5772985316254062305","338.8664297524063044875","292.4349488229220241919","284.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","31","6","0","2","0","0","299.8093841797171421604","337.328530814808004834","2.4136091681228970529","13","17","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","510","Arc32-removebg-preview.png","3.8950160168360055124","248.2956317645254671334","303.4349488229220241919","273.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","31","6","0","2","0","0","299.8093841797171421604","337.328530814808004834","241.20053948862491211","13","18","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","510","Arc32-removebg-preview.png","-1.921240636317318673","142.7572469000604939993","303.4349488229220241919","273.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","32","6","0","2","0","0","298.6356720117051395391","270.8231332356339180478","119.4595671537005330265","13","18","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","510","Arc32-removebg-preview.png","2.1203201859082412284","304.7833720559215748835","303.4349488229220241919","273.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","32","6","0","2","0","0","298.6356720117051395391","270.8231332356339180478","138.0357946031810456589","13","18","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","430","Arc32-removebg-preview.png","3.5868328877847579506","182.809434612935746145","303.4349488229220241919","273.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","32","6","0","2","0","0","298.6356720117051395391","270.8231332356339180478","54.4679803248653158221","13","18","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","430","Arc12-removebg-preview.png","-0.6388511017609893594","120.9123661371209550452","293.4349488229220241919","283.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","32","6","0","2","0","0","298.6356720117051395391","270.8231332356339180478","313.0960744882692097235","13","19","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","430","Arc12-removebg-preview.png","-4.30009456931719658","41.0306347629592380599","293.4349488229220241919","283.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","33","6","0","2","0","0","299.4351193053521456022","287.708123221208211362","114.8802657320350988357","13","19","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","430","Arc12-removebg-preview.png","-4.0327702199010344586","48.1599691249802646098","293.4349488229220241919","283.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","33","6","0","2","0","0","299.4351193053521456022","287.708123221208211362","103.6095301582500241011","13","19","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","545","Arc12-removebg-preview.png","-0.4040958504652245598","223.9810331221625574472","293.4349488229220241919","283.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","33","6","0","2","0","0","299.4351193053521456022","287.708123221208211362","83.4553391121922345519","13","19","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.6500000000000000222","11011","545","Arc60-removebg-preview.png","-8.5199048733077500373","281.3414643149221205931","317.4349488229220241919","259.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","33","5","0","2","1","0","299.4351193053521456022","287.708123221208211362","13.6226178923674439147","14","19","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.7000000000000000666","11011","545","Arc60-removebg-preview.png","0.6897535190254755477","198.7712038864314365583","317.4349488229220241919","259.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","34","5","0","2","1","0","299.4351193053521456022","249.9176651448751158568","69.4207826977178399375","14","19","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.7000000000000000666","11011","545","Arc60-removebg-preview.png","2.4568618083392763651","140.6260458428007495968","317.4349488229220241919","259.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","34","5","0","2","1","0","299.4351193053521456022","249.9176651448751158568","65.2538566629527707619","14","19","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.7000000000000000666","11011","280","Arc60-removebg-preview.png","-0.9654674128234036479","257.9335757852377355448","317.4349488229220241919","259.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","34","5","0","2","1","0","299.4351193053521456022","249.9176651448751158568","167.6477643492742686249","14","19","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.7000000000000000666","11011","280","Arc22-removebg-preview.png","-2.4690928365852817805","311.9013820476600358234","298.4349488229220241919","278.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","34","6","0","2","0","0","299.4351193053521456022","249.9176651448751158568","103.7350841946282997696","14","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.7000000000000000666","11011","280","Arc22-removebg-preview.png","3.1661018049525759821","275.2993119962744685836","298.4349488229220241919","278.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","35","6","0","2","0","0","301.428952833299717895","290.5918782913422546699","91.4299407162307602448","14","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.7000000000000000666","11011","280","Arc22-removebg-preview.png","-0.7909394927451770529","148.1590996841339347156","298.4349488229220241919","278.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","35","6","0","2","0","0","301.428952833299717895","290.5918782913422546699","111.8464166838318050168","14","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.7000000000000000666","11011","305","Arc22-removebg-preview.png","5.3351764772151781813","166.7404034656333919884","298.4349488229220241919","278.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","35","6","0","2","0","0","301.428952833299717895","290.5918782913422546699","317.8791668819913525112","14","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.7000000000000000666","11011","305","Arc20-removebg-preview.png","4.4013666571812919415","343.1432177273424599662","297.4349488229220241919","279.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","35","5","0","2","1","0","301.428952833299717895","290.5918782913422546699","7.1930064836500697822","15","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.75","11011","305","Arc20-removebg-preview.png","4.8745088924402892872","357.0383297831374989073","297.4349488229220241919","279.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","36","5","0","2","1","0","303.9570528980495964788","309.2020841357622771284","175.6460529602240114855","15","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.75","11011","305","Arc20-removebg-preview.png","-2.0737866903784301087","76.1507219719120058699","297.4349488229220241919","279.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","36","5","0","2","1","0","303.9570528980495964788","309.2020841357622771284","315.4350039166014312286","15","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.75","11011","345","Arc20-removebg-preview.png","-0.2044525460184972443","122.5786210136903946477","297.4349488229220241919","279.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","36","5","0","2","1","0","303.9570528980495964788","309.2020841357622771284","139.4499041464761717179","15","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.75","11011","345","Arc54-removebg-preview.png","2.0276670169549175782","229.9696675757806758611","314.4349488229220241919","262.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","36","5","0","2","1","0","303.9570528980495964788","309.2020841357622771284","309.0868747488332246576","16","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","345","Arc54-removebg-preview.png","-3.4511380462551484172","24.2266273834338967674","314.4349488229220241919","262.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","37","5","0","2","1","0","303.6095311630293167582","263.576288571676286665","222.3105833545118912298","16","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","345","Arc54-removebg-preview.png","0.8223977358359694234","57.8958502360377096352","314.4349488229220241919","262.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","37","5","0","2","1","0","303.6095311630293167582","263.576288571676286665","48.1016712282089642372","16","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","392","Arc54-removebg-preview.png","-6.0235088826384508565","269.5695798633549316037","314.4349488229220241919","262.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","37","5","0","2","1","0","303.6095311630293167582","263.576288571676286665","230.266655169023806593","16","20","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","392","Arc18-removebg-preview.png","3.0820903721909860273","307.1288333337588483118","296.4349488229220241919","280.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","37","6","0","2","0","0","303.6095311630293167582","263.576288571676286665","230.1926287147664993427","16","21","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","392","Arc18-removebg-preview.png","-3.028267454984182816","55.5513381249158015862","296.4349488229220241919","280.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","38","6","0","2","0","0","303.6095311630293167582","156.5723602279490762612","185.1500224846298863213","16","21","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","392","Arc18-removebg-preview.png","-4.2249858977332417354","69.6938865607822890524","296.4349488229220241919","280.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","38","6","0","2","0","0","303.6095311630293167582","156.5723602279490762612","205.6216136565482486276","16","21","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","324","Arc18-removebg-preview.png","-0.3088264458323535799","306.3768509743681534019","296.4349488229220241919","280.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","38","6","0","2","0","0","303.6095311630293167582","156.5723602279490762612","111.9583007581434941358","16","21","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","324","Arc50-removebg-preview.png","-1.0308499859480599881","288.2533788979643532002","312.4349488229220241919","264.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","1","18.7749999999999985789","38","6","0","2","0","0","303.6095311630293167582","156.5723602279490762612","271.9030559416634673653","16","22","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","324","Arc50-removebg-preview.png","0.356892014124255863","0.1579482481251350268","312.4349488229220241919","264.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","39","6","0","2","0","0","302.1152736130362654876","301.2635356298795272778","23.9536983668696343841","16","22","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","324","Arc50-removebg-preview.png","2.4957524641416490851","99.6303393923748217276","312.4349488229220241919","264.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","39","6","0","2","0","0","302.1152736130362654876","301.2635356298795272778","90.0108975847277150706","16","22","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","459","Arc50-removebg-preview.png","5.2725096267752649126","122.7174869372317260741","312.4349488229220241919","264.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","39","6","0","2","0","0","302.1152736130362654876","301.2635356298795272778","316.112376189816814076","16","22","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","459","Arc24-removebg-preview.png","0.7987671747942625133","326.1721406612014675375","299.4349488229220241919","277.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","39","6","0","2","0","0","302.1152736130362654876","301.2635356298795272778","293.7964240028048834574","16","23","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","459","Arc24-removebg-preview.png","4.6556796827427815444","203.3939493827973592488","299.4349488229220241919","277.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","40","6","0","2","0","0","299.276892991699526192","311.754367536749100509","298.0368675426665845407","16","23","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","459","Arc24-removebg-preview.png","-0.8138370837198763974","158.5396641489443538831","299.4349488229220241919","277.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","40","6","0","2","0","0","299.276892991699526192","311.754367536749100509","152.6127590594377352318","16","23","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","205","Arc24-removebg-preview.png","2.8986894565754921516","252.4264618876451891083","299.4349488229220241919","277.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","40","6","0","2","0","0","299.276892991699526192","311.754367536749100509","150.6794565801228031887","16","23","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","205","Arc8-removebg-preview.png","4.4939087340872543308","330.1802741387347737145","291.4349488229220241919","285.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","40","6","0","2","0","0","299.276892991699526192","311.754367536749100509","192.1012700703230962063","16","24","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","205","Arc8-removebg-preview.png","-2.6800971351672133736","205.8295532515807053642","291.4349488229220241919","285.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","41","6","0","2","0","0","300.941202961994179077","313.8393905465840703073","222.7708018065362125526","16","24","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","205","Arc8-removebg-preview.png","3.2579833270937714751","349.4352188216138870303","291.4349488229220241919","285.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","41","6","0","2","0","0","300.941202961994179077","313.8393905465840703073","267.6991183561503362398","16","24","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","218","Arc8-removebg-preview.png","3.1829851569029221636","91.4273902707331274087","291.4349488229220241919","285.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","41","6","0","2","0","0","300.941202961994179077","313.8393905465840703073","14.7264423721298669534","16","24","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","218","Arc28-removebg-preview.png","-2.7509556830315409215","36.4764416675261315959","301.4349488229220241919","275.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","41","6","0","2","0","0","300.941202961994179077","313.8393905465840703073","157.6483076712229092209","16","25","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","218","Arc28-removebg-preview.png","5.0123426807689490659","334.4925688613421357331","301.4349488229220241919","275.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","42","6","0","2","0","0","296.9370627560696220826","289.7846281193951085697","204.8613136831813790195","16","25","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","218","Arc28-removebg-preview.png","-2.274130147853501871","24.4626132455800195942","301.4349488229220241919","275.4349488229220241919"
"6.4.2","Cannonball Task","268301377","2021-07-23","13:07:59","1","0","18.7749999999999985789","42","6","0","2","0","0","296.9370627560696220826","289.7846281193951085697","266.4516339233265398434","16","25","288.4349488229220241919","288.4349488229220241919","0.0500000000000000028","0.8000000000000000444","0.8000000000000000444","11011","253","Arc28-removebg-preview.png","-1.522349754297063873","170.7554395242490556939","301.4349488229220241919","275.4349488229220241919"
